Question_ID,Question_Text,Clean_Text,Predicted_Subject
2016_1_Q03,"A water cooler of storage capacity 120 litres can cool water at a constant rate of P watts. In a closed circulation system (as shown schematically in the figure), the water from the cooler is used to cool an external device that generates constantly 3 kW of heat (thermal load). The temperature of water fed into the device cannot exceed 30 °C and the entire stored 120 litres of water is initially cooled to 10 °C. The entire system is thermally insulated. The minimum value of P (in watts) for which the device can be operated for 3 hours is
(Specific heat of water is 4.2 kJ kg⁻¹ K⁻¹ and the density of water is 1000 kg m⁻³)
(A) 1600 (B) 2067 (C) 2533 (D) 3933",A water cooler of storage capacity litres can cool water at a constant rate of P watts In a closed circulation system as shown schematically in the figure the water from the cooler is used to cool an external device that generates constantly kW of heat thermal load The temperature of water fed into the device cannot exceed C and the entire stored litres of water is initially cooled to C The entire system is thermally insulated The minimum value of P in watts for which the device can be operated for hours is Specific heat of water is kJ kg K and the density of water is kg m,physics
2016_1_Q04,"A parallel beam of light is incident from air at an angle α on the side PQ of a right angled triangular prism of refractive index n=√2. Light undergoes total internal reflection in the prism at the face PR when α has a minimum value of 45°. The angle θ of the prism is
(A) 15° (B) 22.5° (C) 30° (D) 45°",A parallel beam of light is incident from air at an angle on the side PQ of a right angled triangular prism of refractive index n Light undergoes total internal reflection in the prism at the face PR when has a minimum value of The angle of the prism is,physics
2016_1_Q05,"An infinite line charge of uniform electric charge density λ lies along the axis of an electrically conducting infinite cylindrical shell of radius R. At time t = 0, the space inside the cylinder is filled with a material of permittivity ε and electrical conductivity σ. The electrical conduction in the material follows Ohm's law. Which one of the following graphs best describes the subsequent variation of the magnitude of current density j(t) at any point in the material?
(A) j(t) starts high and decreases linearly to zero (B) j(t) starts high and decreases exponentially to zero
(C) j(t) starts high and decreases exponentially to a non-zero constant (D) j(t) is a constant non-zero value",An infinite line charge of uniform electric charge density lies along the axis of an electrically conducting infinite cylindrical shell of radius R At time t the space inside the cylinder is filled with a material of permittivity and electrical conductivity The electrical conduction in the material follows Ohm s law Which one of the following graphs best describes the subsequent variation of the magnitude of current density j t at any point in the material j t starts high and decreases linearly to zero j t starts high and decreases exponentially to zero j t starts high and decreases exponentially to a non zero constant j t is a constant non zero value,physics
2016_1_Q06,"Highly excited states for hydrogen-like atoms (also called Rydberg states) with nuclear charge Ze are defined by their principal quantum number n, where n>>1. Which of the following statement(s) is (are) true?
(A) Relative change in the radii of two consecutive orbitals does not depend on Z
(B) Relative change in the radii of two consecutive orbitals varies as 1/n
(C) Relative change in the energy of two consecutive orbitals varies as 1/n³
(D) Relative change in the angular momenta of two consecutive orbitals varies as 1/n",Highly excited states for hydrogen like atoms also called Rydberg states with nuclear charge Ze are defined by their principal quantum number n where n Which of the following statement s is are true Relative change in the radii of two consecutive orbitals does not depend on Z Relative change in the radii of two consecutive orbitals varies as n Relative change in the energy of two consecutive orbitals varies as n Relative change in the angular momenta of two consecutive orbitals varies as n,physics
2016_1_Q07,"Two loudspeakers M and N are located 20 m apart and emit sound at frequencies 118 Hz and 121 Hz, respectively. A car is initially at a point P, 1800 m away from the midpoint Q of the line MN and moves towards Q constantly at 60 km/hr along the perpendicular bisector of MN. It crosses Q and eventually reaches a point R, 1800 m away from Q. Let v(t) represent the beat frequency measured by a person sitting in the car at time t. Let Vp, VQ and VR be the beat frequencies measured at locations P, Q and R, respectively. The speed of sound in air is 330 m s⁻¹. Which of the following statement(s) is(are) true regarding the sound heard by the person?
(A) Vp + VR = 2 VQ
(B) The rate of change in beat frequency is maximum when the car passes through Q
(C) The plot below represents schematically the variation of beat frequency with time (graph shows v(t) decreasing from P, passing through Q (minimum), and increasing towards R)
(D) The plot below represents schematically the variation of beat frequency with time (graph shows v(t) decreasing from P, then increasing through Q, and continuing to increase towards R)",Two loudspeakers M and N are located m apart and emit sound at frequencies Hz and Hz respectively A car is initially at a point P m away from the midpoint Q of the line MN and moves towards Q constantly at km hr along the perpendicular bisector of MN It crosses Q and eventually reaches a point R m away from Q Let v t represent the beat frequency measured by a person sitting in the car at time t Let Vp VQ and VR be the beat frequencies measured at locations P Q and R respectively The speed of sound in air is m s Which of the following statement s is are true regarding the sound heard by the person Vp VR VQ The rate of change in beat frequency is maximum when the car passes through Q The plot below represents schematically the variation of beat frequency with time graph shows v t decreasing from P passing through Q minimum and increasing towards R The plot below represents schematically the variation of beat frequency with time graph shows v t decreasing from P then increasing through Q and continuing to increase towards R,physics
2016_1_Q08,"An incandescent bulb has a thin filament of tungsten that is heated to high temperature by passing an electric current. The hot filament emits black-body radiation. The filament is observed to break up at random locations after a sufficiently long time of operation due to non-uniform evaporation of tungsten from the filament. If the bulb is powered at constant voltage, which of the following statement(s) is (are) true?
(A) The temperature distribution over the filament is uniform
(B) The resistance over small sections of the filament decreases with time
(C) The filament emits more light at higher band of frequencies before it breaks up
(D) The filament consumes less electrical power towards the end of the life of the bulb",An incandescent bulb has a thin filament of tungsten that is heated to high temperature by passing an electric current The hot filament emits black body radiation The filament is observed to break up at random locations after a sufficiently long time of operation due to non uniform evaporation of tungsten from the filament If the bulb is powered at constant voltage which of the following statement s is are true The temperature distribution over the filament is uniform The resistance over small sections of the filament decreases with time The filament emits more light at higher band of frequencies before it breaks up The filament consumes less electrical power towards the end of the life of the bulb,physics
2016_1_Q09,"A plano-convex lens is made of a material of refractive index n. When a small object is placed 30 cm away in front of the curved surface of the lens, an image of double the size of the object is produced. Due to reflection from the convex surface of the lens, another faint image is observed at a distance of 10 cm away from the lens. Which of the following statement(s) is(are) true?
(A) The refractive index of the lens is 2.5
(B) The radius of curvature of the convex surface is 45 cm
(C) The faint image is erect and real
(D) The focal length of the lens is 20 cm",A plano convex lens is made of a material of refractive index n When a small object is placed cm away in front of the curved surface of the lens an image of double the size of the object is produced Due to reflection from the convex surface of the lens another faint image is observed at a distance of cm away from the lens Which of the following statement s is are true The refractive index of the lens is The radius of curvature of the convex surface is cm The faint image is erect and real The focal length of the lens is cm,physics
2016_1_Q10,"A length-scale (l) depends on the permittivity (ε) of a dielectric material, Boltzmann constant (k_B), the absolute temperature (T), the number per unit volume (n) of certain charged particles, and the charge (q) carried by each of the particles. Which of the following expression(s) for l is (are) dimensionally correct?
(A) l = √(nq² / (εk_BT)) (B) l = √(εk_BT / (nq²))
(C) l = √(q² / (εn^(2/3) k_BT)) (D) l = √(q² / (εn^(1/3) k_BT))",A length scale l depends on the permittivity of a dielectric material Boltzmann constant k_B the absolute temperature T the number per unit volume n of certain charged particles and the charge q carried by each of the particles Which of the following expression s for l is are dimensionally correct l nq k_BT l k_BT nq l q n k_BT l q n k_BT,physics
2016_1_Q11,"A conducting loop in the shape of a right angled isosceles triangle of height 10 cm is kept such that the 90° vertex is very close to an infinitely long conducting wire (see the figure). The wire is electrically insulated from the loop. The hypotenuse of the triangle is parallel to the wire. The current in the triangular loop is in counterclockwise direction and increased at a constant rate of 10 A s⁻¹. Which of the following statement(s) is (are) true?
(A) The magnitude of induced emf in the wire is μ₀/π volt
(B) If the loop is rotated at a constant angular speed about the wire, an additional emf of μ₀/π volt is induced in the wire
(C) The induced current in the wire is in opposite direction to the current along the hypotenuse
(D) There is a repulsive force between the wire and the loop",A conducting loop in the shape of a right angled isosceles triangle of height cm is kept such that the vertex is very close to an infinitely long conducting wire see the figure The wire is electrically insulated from the loop The hypotenuse of the triangle is parallel to the wire The current in the triangular loop is in counterclockwise direction and increased at a constant rate of A s Which of the following statement s is are true The magnitude of induced emf in the wire is volt If the loop is rotated at a constant angular speed about the wire an additional emf of volt is induced in the wire The induced current in the wire is in opposite direction to the current along the hypotenuse There is a repulsive force between the wire and the loop,physics
2016_1_Q12,"The position vector r⃗ of a particle of mass m is given by the following equation
r⃗(t)=αt³î + βt²ĵ,
where α=10/3 m s⁻³, β= 5 m s⁻² and m=0.1 kg. At t=1 s, which of the following statement(s) is (are) true about the particle?
(A) The velocity v⃗ is given by v⃗ = (10î + 10ĵ) m s⁻¹
(B) The angular momentum L⃗ with respect to the origin is given by L⃗ = -(5/3)k̂ N m s
(C) The force F⃗ is given by F⃗ = (î + 2ĵ)N
(D) The torque τ⃗ with respect to the origin is given by τ⃗ = -(20/3)k̂ N m",The position vector r of a particle of mass m is given by the following equation r t t t where m s m s and m kg At t s which of the following statement s is are true about the particle The velocity v is given by v m s The angular momentum L with respect to the origin is given by L k N m s The force F is given by F N The torque with respect to the origin is given by k N m,physics
2016_1_Q13,"A transparent slab of thickness d has a refractive index n(z) that increases with z. Here z is the vertical distance inside the slab, measured from the top. The slab is placed between two media with uniform refractive indices n₁ and n₂(>n₁), as shown in the figure. A ray of light is incident with angle θ₁ from medium 1 and emerges in medium 2 with refraction angle θ_f with a lateral displacement l.
Which of the following statement(s) is (are) true?
(A) n₁ sin θ₁ = n₂ sin θ_f
(B) n₁ sin θ₁ = (n₂ - n₁) sin θ_f
(C) l is independent of n₂
(D) l is dependent on n(z)",A transparent slab of thickness d has a refractive index n z that increases with z Here z is the vertical distance inside the slab measured from the top The slab is placed between two media with uniform refractive indices n and n n as shown in the figure A ray of light is incident with angle from medium and emerges in medium with refraction angle _f with a lateral displacement l Which of the following statement s is are true n sin n sin _f n sin n n sin _f l is independent of n l is dependent on n z,physics
