Question_ID,Question_Text
2025_2_English_Q17,"A temperature difference can generate e.m.f. in some materials. Let S be the e.m.f. produced per unit temperature difference between the ends of a wire, σ the electrical conductivity and k the thermal conductivity of the material of the wire. Taking M, L, T, I and K as dimensions of mass, length, time, current and temperature, respectively, the dimensional formula of the quantity Z = S²σ/K is:
(A) [M⁰L⁰T⁰I⁰K⁰] (B) [M⁰L⁰T⁰I⁰K⁻¹] (C) [M¹L²T⁻²I⁻¹K⁻¹] (D) [M¹L²T⁻⁴I⁻¹K⁻¹]"
2025_2_English_Q18,"Two co-axial conducting cylinders of same length l with radii √2R and 2R are kept, as shown in Fig. 1. The charge on the inner cylinder is Q and the outer cylinder is grounded. The annular region between the cylinders is filled with a material of dielectric constant κ = 5. Consider an imaginary plane of the same length l at a distance R from the common axis of the cylinders. This plane is parallel to the axis of the cylinders. The cross-sectional view of this arrangement is shown in Fig. 2. Ignoring edge effects, the flux of the electric field through the plane is (ε₀ is the permittivity of free space):
(A) Q/(30ε₀) (B) Q/(15ε₀) (C) Q/(60ε₀) (D) Q/(120ε₀)"
2025_2_English_Q19,"As shown in the figures, a uniform rod OO' of length l is hinged at the point O and held in place vertically between two walls using two massless springs of same spring constant. The springs are connected at the midpoint and at the top-end (O') of the rod, as shown in Fig. 1 and the rod is made to oscillate by a small angular displacement. The frequency of oscillation of the rod is f₁. On the other hand, if both the springs are connected at the midpoint of the rod, as shown in Fig. 2 and the rod is made to oscillate by a small angular displacement, then the frequency of oscillation is f₂. Ignoring gravity and assuming motion only in the plane of the diagram, the value of f₁/f₂ is:
(A) 2 (B) √2 (C) √(5/2) (D) √(2/5)"
2025_2_English_Q20,"Consider a star of mass m₂ kg revolving in a circular orbit around another star of mass m₁ kg with m₁ » m₂. The heavier star slowly acquires mass from the lighter star at a constant rate of γ kg/s. In this transfer process, there is no other loss of mass. If the separation between the centers of the stars is r, then its relative rate of change (1/r) (dr/dt) (in s⁻¹) is given by:
(A) (3γ)/(2m₂) (B) (2γ)/(m₂) (C) (2γ)/(m₁) (D) (3γ)/(2m₁)"
2025_2_English_Q21,"A positive point charge of 10⁻⁸ C is kept at a distance of 20 cm from the center of a neutral conducting sphere of radius 10 cm. The sphere is then grounded and the charge on the sphere is measured. The grounding is then removed and subsequently the point charge is moved by a distance of 10 cm further away from the center of the sphere along the radial direction. Taking 1/(4πε₀) = 9 × 10⁹ Nm²/C² (where ε₀ is the permittivity of free space), which of the following statements is/are correct:
(A) Before the grounding, the electrostatic potential of the sphere is 450 V. (B) Charge flowing from the sphere to the ground because of grounding is 5 × 10⁻⁹ C. (C) After the grounding is removed, the charge on the sphere is −5 × 10⁻⁹ C. (D) The final electrostatic potential of the sphere is 300 V."
2025_2_English_Q22,"Two identical concave mirrors each of focal length f are facing each other as shown in the schematic diagram. The focal length f is much larger than the size of the mirrors. A glass slab of thickness t and refractive index n₀ is kept equidistant from the mirrors and perpendicular to their common principal axis. A monochromatic point light source S is embedded at the center of the slab on the principal axis, as shown in the schematic diagram. For the image to be formed on S itself, which of the following distances between the two mirrors is/are correct:
(A) 4f + (1 - 1/n₀)t (B) 2f + (1 - 1/n₀)t (C) 4f + (n₀ - 1)t (D) 2f + (n₀ - 1)t"
2025_2_English_Q23,"Six infinitely large and thin non-conducting sheets are fixed in configurations I and II. As shown in the figure, the sheets carry uniform surface charge densities which are indicated in terms of σ₀. The separation between any two consecutive sheets is 1 µm. The various regions between the sheets are denoted as 1, 2, 3, 4 and 5. If σ₀ = 9 µC/m², then which of the following statements is/are correct:
(Take permittivity of free space ε₀ = 9 × 10⁻¹² F/m)
(A) In region 4 of the configuration I, the magnitude of the electric field is zero. (B) In region 3 of the configuration II, the magnitude of the electric field is σ₀/ε₀. (C) Potential difference between the first and the last sheets of the configuration I is 5 V. (D) Potential difference between the first and the last sheets of the configuration II is zero."
2025_2_English_Q24,"The efficiency of a Carnot engine operating with a hot reservoir kept at a temperature of 1000 K is 0.4. It extracts 150 J of heat per cycle from the hot reservoir. The work extracted from this engine is being fully used to run a heat pump which has a coefficient of performance 10. The hot reservoir of the heat pump is at a temperature of 300 K. Which of the following statements is/are correct:
(A) Work extracted from the Carnot engine in one cycle is 60 J. (B) Temperature of the cold reservoir of the Carnot engine is 600 K. (C) Temperature of the cold reservoir of the heat pump is 270 K. (D) Heat supplied to the hot reservoir of the heat pump in one cycle is 540 J."
2025_2_English_Q25,A conducting solid sphere of radius R and mass M carries a charge Q. The sphere is rotating about an axis passing through its center with a uniform angular speed ω. The ratio of the magnitudes of the magnetic dipole moment to the angular momentum about the same axis is given as α Q/(2M). The value of α is
2025_2_English_Q26,"A hydrogen atom, initially at rest in its ground state, absorbs a photon of frequency ν₁ and ejects the electron with a kinetic energy of 10 eV. The electron then combines with a positron at rest to form a positronium atom in its ground state and simultaneously emits a photon of frequency ν₂. The center of mass of the resulting positronium atom moves with a kinetic energy of 5 eV. It is given that positron has the same mass as that of electron and the positronium atom can be considered as a Bohr atom, in which the electron and the positron orbit around their center of mass. Considering no other energy loss during the whole process, the difference between the two photon energies (in eV) is"
2025_2_English_Q27,"An ideal monatomic gas of n moles is taken through a cycle WXYZW consisting of consecutive adiabatic and isobaric quasi-static processes, as shown in the schematic V-T diagram. The volume of the gas at W,X and Y points are, 64 cm³, 125 cm³ and 250 cm³, respectively. If the absolute temperature of the gas T_W at the point W is such that nRT_W = 1 J (R is the universal gas constant), then the amount of heat absorbed (in J) by the gas along the path XY is"
2025_2_English_Q28,"A geostationary satellite above the equator is orbiting around the earth at a fixed distance r₁ from the center of the earth. A second satellite is orbiting in the equatorial plane in the opposite direction to the earth's rotation, at a distance r₂ from the center of the earth, such that r₁ = 1.21 r₂. The time period of the second satellite as measured from the geostationary satellite is 24/p hours. The value of p is"
2025_2_English_Q29,"The left and right compartments of a thermally isolated container of length L are separated by a thermally conducting, movable piston of area A. The left and right compartments are filled with 3/2 and 1 moles of an ideal gas, respectively. In the left compartment the piston is attached by a spring with spring constant k and natural length L/2. In thermodynamic equilibrium, the piston is at a distance 3L/5 from the left and right edges of the container as shown in the figure. Under the above conditions, if the pressure in the right compartment is P = kL/α, then the value of α is"
2025_2_English_Q30,"In a Young's double slit experiment, a combination of two glass wedges A and B, having refractive indices 1.7 and 1.5, respectively, are placed in front of the slits, as shown in the figure. The separation between the slits is d = 2 mm and the shortest distance between the slits and the screen is D = 2 m. Thickness of the combination of the wedges is t = 12 µm. The value of l as shown in the figure is 1 mm. Neglect any refraction effect at the slanted interface of the wedges. Due to the combination of the wedges, the central maximum shifts (in mm) with respect to O by"
2025_2_English_Q31,"A projectile of mass 200 g is launched in a viscous medium at an angle 60° with the horizontal, with an initial velocity of 270 m/s. It experiences a viscous drag force F⃗ = −cν⃗ where the drag coefficient c = 0.1 kg/s and ν⃗ is the instantaneous velocity of the projectile. The projectile hits a vertical wall after 2 s. Taking e = 2.7, the horizontal distance of the wall from the point of projection (in m) is"
2025_2_English_Q32,"An audio transmitter (T) and a receiver (R) are hung vertically from two identical massless strings of length 8 m with their pivots well separated along the X axis. They are pulled from the equilibrium position in opposite directions along the X axis by a small angular amplitude θ₀ = cos⁻¹(0.9) and released simultaneously. If the natural frequency of the transmitter is 660 Hz and the speed of sound in air is 330 m/s, the maximum variation in the frequency (in Hz) as measured by the receiver (Take the acceleration due to gravity g = 10 m/s²) is"
2025_2_English_Q33,"During sodium nitroprusside test of sulphide ion in an aqueous solution, one of the ligands coordinated to the metal ion is converted to
(A) NOS⁻ (B) SCN⁻ (C) SNO⁻ (D) NCS⁻"
2025_2_English_Q34,"The complete hydrolysis of ICl, ClF₃ and BrF₅, respectively, gives
(A) IO₃⁻, ClO₂⁻ and BrO₃⁻ (B) IO₃⁻, ClO₂⁻ and BrO₃⁻ (C) IO₂⁻, ClO⁻ and BrO₂⁻ (D) IO₃⁻, ClO₄⁻ and BrO₂⁻"
2025_2_English_Q35,"Monocyclic compounds P, Q, R and S are the major products formed in the reaction sequences given below.
COOH --(i) Br₂/Red phosphorus (ii) H₂O--> P
CHO + H --aq. NaOH, 293 K--> Q
Br --(i) NaNH₂ (ii) Hg²⁺, H₃O⁺--> R
[Indene structure] --(i) O₃, Zn-H₂O (ii) CH₃MgBr (2 equiv.) (iii) H⁺, Δ--> S
The product having the highest number of unsaturated carbon atom(s) is
(A) P (B) Q (C) R (D) S"
2025_2_English_Q36,"The correct reaction/reaction sequence that would produce a dicarboxylic acid as the major product is
(A) HO-Cl --(i) NaCN (ii) H₂O (iii) H₃O⁺-->
(B) CHO(CHOH)₄CH₂OH --Br₂, H₂O-->
(C) [Benzene with Br] --(i) KOH, EtOH (ii) KMnO₄, H₂SO₄, Δ-->
(D) OH --H₂CrO₄-->"
2025_2_English_Q37,"The correct statement(s) about intermolecular forces is(are)
(A) The potential energy between two point charges approaches zero more rapidly than the potential energy between a point dipole and a point charge as the distance between them approaches infinity. (B) The average potential energy of two rotating polar molecules that are separated by a distance r has 1/r³ dependence. (C) The dipole-induced dipole average interaction energy is independent of temperature. (D) Nonpolar molecules attract one another even though neither has a permanent dipole moment."
2025_2_English_Q38,"The compound(s) with P–H bond(s) is(are)
(A) H₃PO₄ (B) H₃PO₃ (C) H₄P₂O₇ (D) H₃PO₂"
2025_2_English_Q39,"For the reaction sequence given below, the correct statement(s) is(are)
[Benzene] --(i) KMnO₄, H⁺, Δ (ii) NH₃, Δ, -2H₂O--> X --(i) Strong heating (ii) Ethanolic KOH (iii) R-Br--> Y --NaOH--> Aromatic compound + Z
(A) Both X and Y are oxygen containing compounds. (B) Y on heating with CHCl₃/KOH forms isocyanide. (C) Z reacts with Hinsberg's reagent. (D) Z is an aromatic primary amine."
2025_2_English_Q40,"For the reaction sequence given below, the correct statement(s) is(are)
[Cyclic ketone] --LiAlH₄--> P --CrO₃-H₂SO₄--> Q --NaOH and CaO, Δ--> R
--H₂SO₄, 443 K--> S
(A) P is optically active. (B) S gives Bayer's test. (C) Q gives effervescence with aq. NaHCO₃. (D) R is an alkyne."
2025_2_English_Q41,"The density (in g cm⁻³) of the metal which forms a cubic close packed (ccp) lattice with an axial distance (edge length) equal to 400 pm is
Use: Atomic mass of metal = 105.6 amu and Avogadro's constant = 6 × 10²³ mol⁻¹"
2025_2_English_Q42,"The solubility of barium iodate in an aqueous solution prepared by mixing 200 mL of 0.010 M barium nitrate with 100 mL of 0.10 M sodium iodate is X × 10⁻⁶ mol dm⁻³. The value of X is
Use: Solubility product constant (Ksp) of barium iodate = 1.58 × 10⁻⁹"
2025_2_English_Q43,"Adsorption of phenol from its aqueous solution on to fly ash obeys Freundlich isotherm. At a given temperature, from 10 mg g⁻¹ and 16 mg g⁻¹ aqueous phenol solutions, the concentrations of adsorbed phenol are measured to be 4 mg g⁻¹ and 10 mg g⁻¹, respectively. At this temperature, the concentration (in mg g⁻¹) of adsorbed phenol from 20 mg g⁻¹ aqueous solution of phenol will be
Use: log₁₀ 2 = 0.3"
2025_2_English_Q44,"Consider a reaction A + R → Product. The rate of this reaction is measured to be k[A][R]. At the start of the reaction, the concentration of R, [R]₀, is 10-times the concentration of A, [A]₀. The reaction can be considered to be a pseudo first order reaction with assumption that k[R] = k' is constant. Due to this assumption, the relative error (in %) in the rate when this reaction is 40% complete, is
[k and k' represent corresponding rate constants]"
2025_2_English_Q45,"At 300 K, an ideal dilute solution of a macromolecule exerts osmotic pressure that is expressed in terms of the height (h) of the solution (density = 1.00 g cm⁻³) where h is equal to 2.00 cm. If the concentration of the dilute solution of the macromolecule is 2.00 g dm⁻³, the molar mass of the macromolecule is calculated to be X × 10⁴ g mol⁻¹. The value of X is
Use: Universal gas constant (R) = 8.3 J K⁻¹ mol⁻¹ and acceleration due to gravity (g) = 10 m s⁻²"
2025_2_English_Q46,"An electrochemical cell is fueled by the combustion of butane at 1 bar and 298 K. Its cell potential is X/F × 10³ volts, where F is the Faraday constant. The value of X is
Use: Standard Gibbs energies of formation at 298 K are: ΔfG°CO₂ = -394 kJ mol⁻¹; ΔfG°water = -237 kJ mol⁻¹; ΔfG°butane = -18 kJ mol⁻¹"
2025_2_English_Q47,The sum of the spin only magnetic moment values (in B.M.) of [Mn(Br)₆]³⁻ and [Mn(CN)₆]³⁻ is
2025_2_English_Q48,"A linear octasaccharide (molar mass = 1024 g mol⁻¹) on complete hydrolysis produces three monosaccharides: ribose, 2-deoxyribose and glucose. The amount of 2-deoxyribose formed is 58.26% (w/w) of the total amount of the monosaccharides produced in the hydrolyzed products. The number of ribose unit(s) present in one molecule of octasaccharide is
Use: Molar mass (in g mol⁻¹): ribose = 150, 2-deoxyribose = 134, glucose = 180;
Atomic mass (in amu): H = 1, O = 16"
